CustomerID,frequency,recency,T,monetary_value,Probability_Alive,Churn_Probability,Predicted_Purchases_90D,Predicted_CLV_90D,Country
12386,1.0,29.0,367.0,143.0,0.31705661076250374,0.6829433892374963,0.17596676119282323,50.10168847188584,Australia
12388,5.0,311.0,327.0,469.872,0.997035720929089,0.0029642790709110134,1.426030767741895,642.8894989411822,Australia
12393,3.0,260.0,333.0,373.3666666666666,0.9893598008808817,0.010640199119118288,0.9936941871941056,375.5935731252512,Australia
12394,1.0,154.0,218.0,891.4,0.9031324053322738,0.09686759466772621,0.7285566620581881,454.2949865766344,Belgium
12395,10.0,352.0,372.0,267.253,0.9982716564573759,0.0017283435426240779,2.226783136082925,617.5167809120553,Belgium
12397,1.0,100.0,136.0,1195.09,0.9172791448997127,0.08272085510028726,0.9861755552177076,750.5291939474141,Belgium
12399,3.0,142.0,262.0,273.53333333333336,0.9705329403377775,0.029467059662222517,1.1607667852625794,356.92257776437077,Belgium
12406,1.0,161.0,184.0,1794.05,0.9329377353996134,0.06706226460038656,0.8394942123806284,866.5448948717753,Denmark
12407,4.0,215.0,265.0,370.455,0.9929744745984634,0.007025525401536559,1.4165769252018634,529.0244877283249,Belgium
12408,3.0,228.0,261.0,683.6533333333333,0.9930549460924895,0.0069450539075105455,1.1909036399187076,711.0409355608138,Belgium
12409,2.0,104.0,183.0,2432.795,0.972447382351578,0.027552617648421984,1.1774736857703934,1951.5499501976997,Switzerland
12412,2.0,95.0,170.0,356.19,0.9726992444272291,0.027300755572770896,1.2324247065473692,457.3718398712142,Denmark
12413,2.0,271.0,338.0,139.425,0.9847243622426524,0.015275637757347638,0.7800205739776238,184.7448205976473,France
12414,2.0,93.0,311.0,204.325,0.872420186424996,0.12757981357500403,0.7353545247842195,203.72730814652812,Austria
12415,15.0,313.0,338.0,7860.21,0.9982152393776934,0.0017847606223065915,3.3986086162145375,24400.630250796465,Australia
12417,8.0,354.0,358.0,419.72,0.9985491570449697,0.0014508429550302848,1.9098741016177214,785.1868037046022,Belgium
12421,3.0,304.0,320.0,216.53,0.994708820251838,0.005291179748161956,1.029261099723597,275.0600608058208,Spain
12422,2.0,229.0,325.0,282.53,0.9785610118748095,0.021438988125190517,0.7982894713822607,259.83351547438986,Australia
12423,7.0,353.0,354.0,231.6257142857143,0.9984220990566096,0.0015779009433903868,1.7323758965617435,438.2893621110363,Belgium
12427,2.0,350.0,372.0,261.15,0.9902587472751718,0.009741252724828176,0.7291042134990117,227.65876734900746,Germany
12428,6.0,258.0,284.0,497.8733333333334,0.9968252576939544,0.0031747423060456414,1.8091156207686252,859.6544546780523,Finland
12429,3.0,356.0,366.0,822.9666666666667,0.9951265101851504,0.004873489814849585,0.9302153965750863,646.8933749776304,Denmark
12431,13.0,338.0,374.0,471.4769230769231,0.9975081832624925,0.002491816737507535,2.772487811475968,1269.2623894105632,Australia
12432,2.0,130.0,173.0,871.33,0.9845489402522052,0.015451059747794815,1.2342233022480649,851.8647669123371,Norway
12433,5.0,373.0,374.0,2291.346,0.9976784052416436,0.00232159475835636,1.2883941626300612,2446.6079658355625,Norway
12434,1.0,176.0,261.0,519.89,0.8914188533455684,0.10858114665443164,0.6358763160999268,289.55036215855444,Australia
12435,1.0,188.0,268.0,3850.9,0.8976587062781863,0.10234129372181366,0.6284862945150322,1233.994013000709,Denmark
12437,14.0,330.0,332.0,325.6221428571429,0.9992199032859471,0.0007800967140528803,3.2447019667384316,1058.0898249917923,France
12438,1.0,126.0,141.0,2016.78,0.9365066624335213,0.06349333756647868,0.9868230186012651,1118.1335432472963,Norway
12444,4.0,150.0,172.0,783.8149999999999,0.9951282234747909,0.004871776525209093,1.8877607961790053,1297.38529398726,Norway
12449,3.0,165.0,188.0,1069.4533333333334,0.9934790240240777,0.006520975975922272,1.4831658169360595,1289.5552275373586,Belgium
12450,1.0,17.0,174.0,96.0,0.6214010871064979,0.3785989128935021,0.578818356950541,152.4868991402393,Spain
12451,4.0,314.0,325.0,1529.0025,0.9964977250311077,0.003502274968892327,1.2255506368946163,1535.5874941439608,Switzerland
12455,5.0,223.0,297.0,156.592,0.9908218741112397,0.009178125888760325,1.5215925479461092,306.9902835341487,Cyprus
12456,2.0,210.0,255.0,1120.435,0.9864288999993549,0.013571100000645098,0.9589312292592773,809.8190992958093,Switzerland
12457,6.0,173.0,240.0,282.33,0.9900612757094749,0.009938724290525114,2.0227316351454334,603.2614802248137,Switzerland
12458,1.0,213.0,285.0,505.48,0.9071591473911403,0.09284085260885966,0.607840592141044,272.81839399926594,Switzerland
12461,1.0,60.0,155.0,200.0,0.826647922593657,0.17335207740634295,0.8251162440064616,256.2238077613126,Switzerland
12462,1.0,285.0,304.0,427.48,0.9390356871116642,0.060964312888335814,0.6003620207036691,248.2606409065802,Spain
12463,3.0,188.0,242.0,331.40333333333336,0.9900398948573512,0.009960105142648779,1.2513532153354416,435.9073078010168,Belgium
12464,6.0,299.0,310.0,166.35833333333332,0.9977202389322327,0.002279761067767283,1.6986472504687053,344.8934797319494,Belgium
12465,1.0,152.0,170.0,301.25,0.9356570508027884,0.06434294919721162,0.8839699220916097,315.02075069084333,Belgium
12468,1.0,129.0,317.0,508.95000000000005,0.7614493621040994,0.23855063789590059,0.47202256780837715,212.6002855355146,Germany
12471,19.0,362.0,365.0,919.138947368421,0.9993992354764564,0.0006007645235436287,3.9668221295387105,3461.49230249292,Germany
12472,6.0,337.0,370.0,823.4683333333334,0.9967502983298826,0.0032497016701173997,1.4848762449380906,1102.4585540275534,Germany
12473,3.0,162.0,192.0,1088.7866666666666,0.9926506639246129,0.007349336075387125,1.4623068340524967,1291.3803997737273,Germany
12474,16.0,312.0,330.0,445.399375,0.9986664852988418,0.0013335147011581672,3.6663046084713566,1593.9110477106506,Germany
12476,9.0,346.0,362.0,755.9966666666667,0.9982946778072666,0.0017053221927334494,2.083612310665148,1464.830085530628,Germany
12477,5.0,279.0,302.0,2172.7580000000003,0.9965913660206183,0.0034086339793817366,1.5118805967808513,2728.459316423481,Germany
12480,3.0,308.0,337.0,821.7933333333334,0.9938919609105586,0.006108039089441353,0.9893162083245468,687.1741025942044,Germany
12481,7.0,343.0,366.0,776.7057142857144,0.9975903143971057,0.0024096856028943403,1.687295186181864,1199.8282555071692,Germany
12483,7.0,322.0,340.0,276.7742857142857,0.9977705673771359,0.002229432622864125,1.7851072976232614,519.364200974452,Sweden
12484,5.0,304.0,337.0,680.61,0.9961051620411872,0.0038948379588128468,1.3928299956241526,861.2821356812401,Spain
12488,2.0,66.0,76.0,372.635,0.9899238312806444,0.010076168719355572,1.8876500620232335,719.7673858568602,France
12490,9.0,324.0,330.0,505.96777777777777,0.998641120532153,0.001358879467846963,2.2359355289884664,1086.692293802502,France
12492,1.0,42.0,106.0,136.82,0.8623459038956784,0.13765409610432155,1.0556557501363837,297.617935034355,Germany
12493,1.0,32.0,198.0,201.24,0.6425044648818107,0.3574955351181893,0.5519113676907264,171.69487588427648,France
12494,6.0,350.0,366.0,198.08333333333334,0.9975775799871983,0.002422420012801685,1.4985965490729989,343.3027741141387,France
12498,1.0,36.0,58.0,156.45,0.9211642153109257,0.07883578468907426,1.4492507985730159,421.46452615126304,Germany
12500,9.0,310.0,334.0,434.76444444444445,0.99785228780401,0.0021477121959899703,2.214040013208777,939.2212887553206,Germany
12502,4.0,214.0,310.0,776.655,0.9860476366951306,0.013952363304869375,1.2560015318007651,856.3721329867898,Spain
12504,1.0,12.0,31.0,32.65,0.9201983460072325,0.07980165399276751,1.7244959437092773,404.8534596841986,Germany
12507,2.0,164.0,299.0,429.325,0.9616878917793327,0.03831210822066733,0.8343654607802932,347.44260853979875,Spain
12508,1.0,3.0,30.0,123.08,0.9037254997862808,0.0962745002137192,1.705704958734455,470.2766827670517,France
12510,1.0,183.0,326.0,301.52,0.8455931143087971,0.15440688569120287,0.5133772776958666,183.0143572879861,Spain
12516,1.0,103.0,181.0,728.86,0.8756588669348719,0.12434113306512806,0.7960627894385391,437.80830324285955,Germany
12517,3.0,162.0,191.0,578.63,0.9927695843441026,0.0072304156558974375,1.4673392922147221,767.2827133984583,Germany
12518,4.0,110.0,111.0,433.015,0.9969093651548625,0.0030906348451374965,2.413107341356455,1015.7916076847864,Germany
12520,4.0,194.0,274.0,411.71,0.988015694954269,0.011984305045731003,1.376472803298396,557.1575167383342,Germany
12522,1.0,12.0,52.0,103.32,0.8843833735951401,0.11561662640485992,1.4428339788361941,384.8922152562639,Germany
12523,10.0,312.0,332.0,168.68200000000002,0.9981886352696582,0.0018113647303418245,2.428120083144829,463.2046963777698,France
12524,7.0,324.0,334.0,592.6185714285714,0.9981025976209486,0.0018974023790514494,1.8098329345001207,1006.9641115679308,Germany
12526,2.0,94.0,95.0,398.17999999999995,0.991729928301932,0.008270071698068038,1.7159122969539498,681.4335740240892,Germany
12527,2.0,244.0,326.0,108.09500000000003,0.9817094380472613,0.018290561952738704,0.7990221630994996,173.73921107669187,Germany
12528,5.0,303.0,313.0,287.99,0.9972983018777949,0.0027016981222051095,1.4736121106289775,451.25230505589093,Germany
12530,3.0,277.0,337.0,424.96000000000004,0.9910791187509024,0.008920881249097623,0.9865163161335917,408.81750102188187,Germany
12535,1.0,95.0,187.0,344.9,0.8555301819606818,0.14446981803931824,0.7620758234883539,286.64136849479655,France
12536,1.0,16.0,60.0,8322.12,0.8794890018621659,0.12051099813783406,1.3674311339783034,5453.0135883354305,France
12539,3.0,311.0,334.0,1284.1666666666667,0.994295528840827,0.005704471159173052,0.9964030457744526,1017.3875917926721,Spain
12540,16.0,342.0,362.0,782.451875,0.9986295184641447,0.0013704815358552835,3.4175740172296614,2538.3586649443123,Spain
12541,2.0,251.0,281.0,334.39,0.9889115509640394,0.011088449035960624,0.8974578544732489,320.94088661467197,Spain
12545,1.0,184.0,260.0,372.24,0.8997727707535981,0.10022722924640193,0.6435676124919073,250.03202643081383,Spain
12546,1.0,31.0,78.0,401.3,0.8831801292417379,0.11681987075826206,1.2418991285685699,498.8328328352604,Spain
12547,1.0,83.0,281.0,48.4,0.6876444547022469,0.3123555452977531,0.4654620890361728,112.59239436673391,Spain
12552,1.0,1.0,40.0,120.0,0.8789451078032675,0.12105489219673249,1.5484953102526937,424.77295709488226,Italy
12553,9.0,321.0,330.0,332.4411111111111,0.9985339508726456,0.001466049127354374,2.2356955784753185,749.8526874014996,France
12556,1.0,101.0,152.0,290.81,0.9032568382934001,0.09674316170659991,0.911889884416691,320.6607043140726,Spain
12557,4.0,355.0,372.0,2842.7400000000002,0.9962772910272327,0.0037227089727672746,1.1058221192025859,2488.4491443827847,Spain
12559,1.0,9.0,320.0,75.60000000000001,0.28477330351500824,0.7152266964849918,0.1753010427583794,44.562942937860356,Germany
12560,2.0,138.0,144.0,420.85,0.9910899385164645,0.008910061483535459,1.3841775326225503,569.1287949979424,Germany
12562,6.0,190.0,199.0,556.13,0.9976646956086448,0.0023353043913552085,2.308729791877726,1207.4720728008842,France
12567,8.0,347.0,370.0,984.295,0.9978296782973223,0.0021703217026777244,1.8607835142310856,1663.9473139465113,France
12569,25.0,250.0,253.0,151.0404,0.9995052549589276,0.0004947450410723864,6.678970631247113,1066.4976250509624,Germany
12571,1.0,82.0,122.0,271.26,0.9100503631305701,0.08994963686942992,1.0373453973524138,355.5952989727781,France
12572,1.0,43.0,52.0,487.68,0.9372741000935024,0.06272589990649757,1.5291229567111944,674.0042841982032,Germany
12576,4.0,269.0,305.0,262.245,0.9948471727775715,0.005152827222428491,1.282475103633172,373.5895450928109,Poland
12577,1.0,324.0,360.0,461.91,0.933274422512943,0.06672557748705699,0.5256728872463617,225.5691483950249,France
12578,1.0,309.0,331.0,1185.85,0.9383242709572567,0.06167572904274332,0.5632258813949664,426.28425528480864,Italy
12582,1.0,50.0,289.0,306.2,0.5437136553506463,0.4562863446493537,0.36066728203938675,129.33892719314906,Finland
12583,14.0,371.0,374.0,458.96571428571434,0.9991986905586129,0.0008013094413871213,2.963033784844031,1323.805333211205,France
12584,8.0,277.0,281.0,234.315,0.9985244056123685,0.0014755943876314515,2.285957582792596,577.1388303964758,Italy
12585,1.0,117.0,352.0,777.25,0.6848539970113048,0.3151460029886952,0.39241948048883146,224.41386928762861,Germany
12589,1.0,116.0,145.0,515.18,0.9253044376050266,0.07469556239497344,0.9597492642565839,434.9833146054417,France
12592,1.0,121.0,214.0,205.8,0.8669786148836696,0.13302138511633044,0.7080126888889131,221.71821589828343,Germany
12593,2.0,110.0,219.0,91.05,0.9613961575989737,0.03860384240102632,1.036792927170487,214.494076450462,France
12594,8.0,285.0,323.0,374.65250000000003,0.9966814857824163,0.003318514217583668,2.0603995151035774,767.614520942831,Italy
12596,1.0,191.0,243.0,348.32,0.9170494347506559,0.08295056524934408,0.687466261300913,259.6422446005446,Spain
12597,3.0,249.0,269.0,1098.3566666666666,0.9942664338570216,0.005733566142978375,1.1671960957371603,1038.6497459797044,Spain
12598,6.0,275.0,285.0,383.7033333333333,0.9977363801455797,0.0022636198544202513,1.806184973727079,688.9832044873962,France
12599,6.0,275.0,305.0,138.45333333333335,0.9966503400847251,0.0033496599152749162,1.7172691478821087,309.33685626444395,France
12600,9.0,343.0,372.0,280.28222222222223,0.9976946723892426,0.0023053276107574128,2.039154630055656,591.617568252432,Germany
12601,4.0,143.0,333.0,108.19999999999999,0.9218096810051531,0.07819031899484685,1.1132254566638415,194.10014865391236,Germany
12604,1.0,182.0,262.0,75.68,0.8964745406250438,0.10352545937495616,0.6377661192229659,162.1486428929146,France
12609,2.0,240.0,319.0,419.46,0.982048150838217,0.01795184916178305,0.8123320822007406,333.30365729048134,Germany
12610,4.0,104.0,127.0,288.1975,0.9944858696744194,0.0055141303255805685,2.244725194525372,698.1250331682762,Italy
12613,2.0,205.0,263.0,1261.36,0.9842993201310654,0.01570067986893464,0.936351400768887,872.485754346528,Germany
12615,3.0,166.0,169.0,552.15,0.9953702890012481,0.004629710998751868,1.5871550620745825,800.2613065448537,France
12616,1.0,202.0,298.0,457.7,0.8891078930821803,0.1108921069178197,0.5767891504685987,246.4043754366025,France
12619,8.0,237.0,254.0,429.4075,0.997856611782899,0.0021433882171010277,2.4538955098913187,1029.1874117727684,Germany
12620,2.0,190.0,205.0,388.875,0.9901783552234549,0.009821644776545124,1.1152600131444534,436.46900046287215,France
12621,16.0,364.0,366.0,826.56625,0.9993204883988009,0.0006795116011990565,3.3911951448891773,2655.4676264318473,Germany
12624,1.0,71.0,178.0,341.19,0.8178204492318331,0.18217955076816694,0.7512141037241048,281.29423579182316,France
12625,1.0,108.0,320.0,967.2,0.7044177834504817,0.29558221654951833,0.4336262228664554,285.2699704391603,Germany
12626,8.0,303.0,327.0,690.56,0.9976643608227971,0.0023356391772029195,2.043552141722416,1313.7464011526245,Germany
12627,6.0,130.0,141.0,618.4183333333334,0.9973636059601755,0.002636394039824519,2.8414355737578347,1631.3700816549024,Germany
12628,2.0,60.0,65.0,226.41,0.9909097482533706,0.009090251746629363,2.0082409289122998,583.8530950861468,Germany
12630,1.0,34.0,44.0,569.09,0.9355148541639999,0.06448514583600007,1.6054127238439024,766.8039944434549,Finland
12633,3.0,229.0,288.0,383.72,0.9903342823853646,0.009665717614635416,1.1070975758006236,426.55074454763394,Germany
12635,1.0,65.0,155.0,1005.54,0.8385815585081314,0.16141844149186857,0.8370277683373972,565.1882103218518,Germany
12637,6.0,256.0,324.0,750.87,0.9928727938148869,0.0071272061851130886,1.635866364496322,1117.072497055628,France
12640,2.0,58.0,82.0,204.995,0.9863153298130325,0.013684670186967507,1.8220252509464527,505.54529512981145,France
12642,2.0,82.0,108.0,323.40500000000003,0.9866622091461693,0.013337790853830689,1.605399537633764,563.1880344318346,Germany
12643,4.0,204.0,333.0,618.36,0.977110926098782,0.02288907390121797,1.1800101250091612,662.7554971270531,France
12645,3.0,283.0,317.0,468.6266666666667,0.9933948042502526,0.0066051957497473834,1.0351208881099883,460.8739129896329,Germany
12646,1.0,45.0,50.0,615.28,0.9415473844668916,0.05845261553310843,1.5552656050481173,775.3756469844187,USA
12647,10.0,347.0,370.0,335.082,0.9981272062189449,0.0018727937810550932,2.235738639515665,753.1491797487005,Germany
12649,1.0,105.0,213.0,248.51000000000002,0.8417973087526577,0.15820269124734232,0.6895736117880364,229.27790554309428,Germany
12653,1.0,148.0,297.0,1430.75,0.8217110535272406,0.1782889464727594,0.5343748810361786,463.69768226398867,Israel
12654,3.0,285.0,296.0,145.12666666666667,0.9949743364546584,0.005025663545341619,1.0903748134649978,236.42056782748455,Germany
12656,4.0,216.0,234.0,877.4925,0.9958613938132658,0.004138606186734228,1.548702613881065,1174.5005029407353,France
12657,2.0,67.0,79.0,512.37,0.9895076845487267,0.01049231545127327,1.8569217474260598,868.7761732953147,France
12662,9.0,373.0,374.0,398.70000000000005,0.9988039592257568,0.001196040774243179,2.0329856914072013,798.778997880901,Germany
12664,8.0,314.0,323.0,527.5375,0.9983584394926555,0.0016415605073445416,2.0638662140045967,1038.9044257778437,Finland
12668,3.0,344.0,356.0,1112.4266666666665,0.995008477782626,0.004991522217373978,0.9500579920422831,854.8627312823693,Germany
12669,2.0,106.0,257.0,803.865,0.937642435926015,0.06235756407398496,0.9065405556852233,587.8122710800818,France
12670,4.0,222.0,233.0,590.75,0.9963493733941281,0.0036506266058718984,1.553978208594623,840.2247378250286,France
12673,1.0,321.0,327.0,389.62,0.9444003209720676,0.05559967902793239,0.5720548896732337,226.74957088469944,Germany
12674,3.0,169.0,208.0,461.2866666666667,0.991640130449405,0.008359869550594978,1.3873398926764233,610.5060857540761,France
12676,5.0,287.0,312.0,164.378,0.9965046795191465,0.0034953204808535476,1.4759283691596148,306.91341808010463,Sweden
12678,8.0,311.0,354.0,2175.8975,0.996499064640554,0.003500935359445956,1.9223843867557215,3679.1682648840538,France
12679,3.0,225.0,284.0,106.32000000000001,0.9902499520965548,0.009750047903445247,1.1182382450333943,211.82235543081936,France
12680,3.0,113.0,114.0,183.67666666666665,0.9955127177174671,0.004487282282532923,1.977034232199056,482.4852283662881,France
12681,19.0,353.0,368.0,671.2642105263158,0.9989739259794614,0.0010260740205385588,3.9402438150226855,2536.1542742854754,France
12682,26.0,368.0,372.0,459.69153846153847,0.9995205152994978,0.0004794847005021863,5.216412813898994,2341.40154548102,France
12683,10.0,361.0,366.0,741.3489999999999,0.9988180398449419,0.001181960155058115,2.2560884328155715,1564.768959500773,France
12684,6.0,206.0,214.0,299.0883333333333,0.9977477424401705,0.002252257559829496,2.2020207271621968,687.0260243082749,France
12685,5.0,65.0,94.0,462.76800000000003,0.9933703964026495,0.006629603597350542,3.0436219459471583,1354.955897943134,France
12689,1.0,102.0,128.0,736.5799999999999,0.9263238198571658,0.07367618014283417,1.029319271330188,569.6907591622605,France
12691,5.0,329.0,358.0,171.16,0.9964339170962239,0.0035660829037761355,1.330775655183538,283.90478969877535,France
12693,3.0,192.0,320.0,231.28666666666666,0.9752511022339881,0.024748897766011857,1.0091274969672717,280.1938074021433,Germany
12694,1.0,113.0,184.0,430.17,0.8866696818902865,0.1133303181097135,0.7978603908881793,330.9027454106773,France
12695,3.0,203.0,211.0,164.28333333333333,0.9950290373290843,0.0049709626709156796,1.3790750276782064,317.6716697649086,France
12697,2.0,141.0,170.0,283.54499999999996,0.987554264405763,0.012445735594237006,1.2512462423331612,408.05356614931134,Sweden
12700,3.0,208.0,216.0,1282.52,0.9950386477422518,0.004961352257748186,1.357943263531338,1384.9659683778864,France
12701,1.0,163.0,243.0,460.63,0.8923277028454798,0.1076722971545202,0.6689336108660366,286.6562887040585,Germany
12704,6.0,162.0,170.0,335.2133333333333,0.9976751717845738,0.0023248282154262334,2.547898767243956,870.497744217167,Finland
12705,7.0,342.0,358.0,858.6128571428571,0.9978876770101948,0.0021123229898052376,1.7166497116198596,1338.8703590297537,Germany
12708,9.0,339.0,369.0,279.60777777777776,0.9976275225644101,0.0023724774355898814,2.0517886914931602,594.0820076228416,Germany
12709,14.0,351.0,367.0,658.13,0.9987496219554765,0.001250378044523548,3.0051713450528346,1884.295039961211,Germany
12710,2.0,105.0,202.0,215.03000000000003,0.9655702414226409,0.03442975857735908,1.09799363924261,311.4765472864131,Germany
12712,12.0,343.0,372.0,351.7166666666667,0.9979679006135763,0.0020320993864236803,2.598886974395951,910.8050552802986,Germany
12714,4.0,285.0,295.0,935.1400000000001,0.9965103566333099,0.0034896433666901094,1.3163326679037728,1055.8832052762102,France
12716,1.0,130.0,134.0,375.59000000000003,0.9439775660770502,0.05602243392294981,1.0231842652543324,399.0704429891157,France
12717,1.0,94.0,246.0,421.24,0.7737348853573652,0.22626511464263477,0.5751497275097115,236.21041431667396,Greece
12719,1.0,60.0,66.0,361.35,0.9410694652897265,0.05893053471027354,1.4133743656742883,542.1458147772335,France
12720,20.0,367.0,370.0,265.41700000000003,0.9994277698626601,0.0005722301373398686,4.113043483332964,1103.8417224682516,Germany
12721,5.0,323.0,355.0,473.90599999999995,0.9962480872122353,0.003751912787764655,1.3391107455790436,607.998399514644,France
12722,3.0,65.0,151.0,231.57000000000002,0.9689986317255629,0.031001368274437113,1.6516330723208945,458.9236294861355,France
12723,2.0,62.0,66.0,212.82999999999998,0.9911211372031014,0.008878862796898646,1.9972617362271474,563.8606111333445,France
12724,3.0,327.0,333.0,292.17,0.9953055308006736,0.004694469199326368,0.9996659653628395,320.5398575821757,France
12726,6.0,329.0,358.0,406.46999999999997,0.9969320317552172,0.003067968244782837,1.5232264195488956,609.5136365199594,France
12727,5.0,310.0,321.0,693.24,0.9972619271169281,0.002738072883071929,1.4462091014671947,908.812067594324,France
12728,3.0,261.0,333.0,194.59666666666666,0.9894996144636837,0.01050038553631627,0.9938346133003588,250.20176545516455,France
12731,10.0,341.0,365.0,1782.4009999999998,0.9980648161652802,0.0019351838347198003,2.259133581057039,3631.8594115622527,France
12735,1.0,22.0,338.0,459.8,0.3240658433315564,0.6759341566684436,0.1914839886157639,81.98395621891859,France
12739,1.0,21.0,100.0,37.5,0.8143396395555619,0.18566036044443812,1.0253226636078552,242.96118656021162,United Arab Emirates
12744,5.0,267.0,319.0,3845.244,0.9943972636288866,0.005602736371113415,1.448777144858486,4540.994780918549,Singapore
12747,10.0,367.0,370.0,383.745,0.9988770873972163,0.0011229126027837433,2.237418323542772,849.3126646526838,United Kingdom
12748,112.0,373.0,374.0,301.02482142857144,0.9998910994506535,0.00010890054934653559,21.19043489406374,6278.1859842743615,United Kingdom
12749,3.0,210.0,214.0,1077.26,0.9953334146332652,0.00466658536673481,1.3667277441647658,1195.8495122655067,United Kingdom
12753,5.0,340.0,363.0,3567.7599999999998,0.9967664013715921,0.0032335986284078855,1.3171488811965693,3837.8464265982093,Japan
12754,2.0,73.0,309.0,1482.585,0.8221454227374052,0.1778545772625948,0.6962841671936648,744.2044505248994,Japan
12755,1.0,85.0,366.0,17.549999999999997,0.559554157725576,0.44044584227442396,0.311204759658873,70.93176202732965,Japan
12757,8.0,196.0,212.0,837.06875,0.9977885083673829,0.002211491632617135,2.7738245444561676,2130.964920030292,Portugal
12758,1.0,160.0,277.0,1221.4,0.8594620256424158,0.1405379743575842,0.5877688628088297,454.32056687426183,Portugal
12759,2.0,223.0,276.0,543.32,0.9855497471150645,0.01445025288493551,0.9059852404035653,441.23844734879907,Netherlands
12762,1.0,18.0,26.0,1436.93,0.936662282907381,0.06333771709261904,1.819792099627438,1584.2179037655842,Portugal
12763,1.0,231.0,370.0,174.0,0.8658280142421634,0.13417198575783662,0.47753590597594536,142.66736248287043,Japan
12766,6.0,363.0,367.0,973.39,0.9980256981190228,0.0019743018809772472,1.4961267088158388,1294.9398034874769,Portugal
12775,4.0,294.0,312.0,292.89750000000004,0.9961035840132942,0.003896415986705759,1.2627982468558776,397.243160839955,Netherlands
12778,5.0,293.0,313.0,137.55,0.9967977580839908,0.003202241916009152,1.4728725050415008,274.8627599948717,Netherlands
12779,7.0,334.0,372.0,533.3142857142857,0.9967760854100923,0.0032239145899076727,1.664931308347553,843.3615452099978,Poland
12781,1.0,221.0,285.0,277.48,0.9130633403044641,0.08693665969553588,0.6117966875261486,211.44148583975334,Czech Republic
12782,4.0,353.0,358.0,466.855,0.9967935314576658,0.0032064685423341954,1.1394864353103187,508.93501176039865,Portugal
12783,4.0,73.0,76.0,471.72249999999997,0.9966862471981556,0.0033137528018444273,2.866595074014139,1290.9241910646604,Portugal
12784,1.0,6.0,16.0,56.0,0.9326725276269628,0.06732747237303716,1.95565367069132,479.79673799204386,Portugal
12787,2.0,183.0,193.0,152.78,0.9907468044732486,0.009253195526751412,1.1600649271941683,284.3541346623184,Netherlands
12793,1.0,37.0,372.0,413.68,0.3469152249839745,0.6530847750160256,0.19054353789236336,77.60263570949587,Portugal
12794,1.0,45.0,99.0,543.41,0.8797412565764686,0.12025874342353138,1.1129598884469627,518.6483600419142,Portugal
12798,2.0,160.0,171.0,2685.0,0.9905127805396817,0.009487219460318275,1.2505314611845828,2267.9958867236464,Japan
12808,2.0,332.0,369.0,177.125,0.9888880922992336,0.011111907700766421,0.7326524925240874,190.63470956986149,Portugal
12811,2.0,24.0,285.0,137.3,0.6295127726324355,0.37048722736756445,0.5655142783199616,133.19559982301095,Portugal
